Ligands HGNC,Receptors HGNC,Supports,id_cp_interaction,partner_a,partner_b,protein_name_a,protein_name_b,annotation_strategy,source,is_ppi,curator,reactome_complex,reactome_reaction,reactome_pathway,complexPortal_complex,comments,version,interactors,classification,directionality,modulatory_effect
WNT3A,SFRP1,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/12775774'>12775774</a>,,P56704,Q8N474,WNT3A_HUMAN,SFRP1_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT3A-SFRP1,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
WNT3A,SFRP2,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/12775774'>12775774</a>,,P56704,Q96HF1,WNT3A_HUMAN,SFRP2_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT3A-SFRP2,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
WNT3A,SFRP4,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/12775774'>12775774</a>,,P56704,Q6FHJ7,WNT3A_HUMAN,SFRP4_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT3A-SFRP4,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
WNT3A,SFRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/12775774'>12775774</a>,,P56704,Q5T4F7,WNT3A_HUMAN,SFRP5_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT3A-SFRP5,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
WNT3A,WIF1,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/12775774'>12775774</a>,,P56704,Q9Y5W5,WNT3A_HUMAN,WIF1_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT3A-WIF1,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
WNT4,CER1,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/10067895'>10067895</a>,,P56705,O95813,WNT4_HUMAN,CER1_HUMAN,curated,PMID:10067895,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT4-CER1,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
WNT4,FRZB,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/12775774'>12775774</a>,,P56705,Q92765,WNT4_HUMAN,SFRP3_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT4-FRZB,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
WNT4,FZD1;LRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,P56705,FZD1_LRP5,WNT4_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT4-FZD1+LRP5,Signaling by WNT,Ligand-Receptor,
WNT4,FZD1;LRP6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,P56705,FZD1_LRP6,WNT4_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT4-FZD1+LRP6,Signaling by WNT,Ligand-Receptor,
WNT4,FZD10;LRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,P56705,FZD10_LRP5,WNT4_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT4-FZD10+LRP5,Signaling by WNT,Ligand-Receptor,
WNT4,FZD10;LRP6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,P56705,FZD10_LRP6,WNT4_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT4-FZD10+LRP6,Signaling by WNT,Ligand-Receptor,
WNT4,FZD2;LRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,P56705,FZD2_LRP5,WNT4_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT4-FZD2+LRP5,Signaling by WNT,Ligand-Receptor,
WNT4,FZD2;LRP6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,P56705,FZD2_LRP6,WNT4_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT4-FZD2+LRP6,Signaling by WNT,Ligand-Receptor,
WNT4,FZD9;LRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,P56705,FZD3_LRP5,WNT4_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT4-FZD3+LRP5,Signaling by WNT,Ligand-Receptor,
WNT4,FZD9;LRP6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,P56705,FZD3_LRP6,WNT4_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT4-FZD3+LRP6,Signaling by WNT,Ligand-Receptor,
WNT4,FZD4;LRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,P56705,FZD4_LRP5,WNT4_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT4-FZD4+LRP5,Signaling by WNT,Ligand-Receptor,
WNT4,FZD4;LRP6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,P56705,FZD4_LRP6,WNT4_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT4-FZD4+LRP6,Signaling by WNT,Ligand-Receptor,
WNT4,FZD5;LRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,P56705,FZD5_LRP5,WNT4_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT4-FZD5+LRP5,Signaling by WNT,Ligand-Receptor,
WNT4,FZD5;LRP6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,P56705,FZD5_LRP6,WNT4_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT4-FZD5+LRP6,Signaling by WNT,Ligand-Receptor,
WNT4,FZD6;LRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,P56705,FZD6_LRP5,WNT4_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT4-FZD6+LRP5,Signaling by WNT,Ligand-Receptor,
WNT4,FZD6;LRP6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,P56705,FZD6_LRP6,WNT4_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT4-FZD6+LRP6,Signaling by WNT,Ligand-Receptor,
WNT4,FZD7;LRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,P56705,FZD7_LRP5,WNT4_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT4-FZD7+LRP5,Signaling by WNT,Ligand-Receptor,
WNT4,FZD7;LRP6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,P56705,FZD7_LRP6,WNT4_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT4-FZD7+LRP6,Signaling by WNT,Ligand-Receptor,
WNT4,FZD8;LRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,P56705,FZD8_LRP5,WNT4_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT4-FZD8+LRP5,Signaling by WNT,Ligand-Receptor,
WNT4,FZD8;LRP6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,P56705,FZD8_LRP6,WNT4_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT4-FZD8+LRP6,Signaling by WNT,Ligand-Receptor,
WNT4,FZD9;LRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,P56705,FZD9_LRP5,WNT4_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT4-FZD9+LRP5,Signaling by WNT,Ligand-Receptor,
WNT4,FZD9;LRP6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,P56705,FZD9_LRP6,WNT4_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT4-FZD9+LRP6,Signaling by WNT,Ligand-Receptor,
WNT4,SFRP1,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/12775774'>12775774</a>,,P56705,Q8N474,WNT4_HUMAN,SFRP1_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT4-SFRP1,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
WNT4,SFRP2,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/12775774'>12775774</a>,,P56705,Q96HF1,WNT4_HUMAN,SFRP2_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT4-SFRP2,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
WNT4,SFRP4,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/12775774'>12775774</a>,,P56705,Q6FHJ7,WNT4_HUMAN,SFRP4_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT4-SFRP4,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
WNT4,SFRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/12775774'>12775774</a>,,P56705,Q5T4F7,WNT4_HUMAN,SFRP5_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT4-SFRP5,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
WNT4,WIF1,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/12775774'>12775774</a>,,P56705,Q9Y5W5,WNT4_HUMAN,WIF1_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT4-WIF1,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
WNT5A,CER1,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/10067895'>10067895</a>,,P41221,O95813,WNT5A_HUMAN,CER1_HUMAN,curated,PMID:10067895,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT5A-CER1,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
WNT5A,FRZB,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/12775774'>12775774</a>,,P41221,Q92765,WNT5A_HUMAN,SFRP3_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT5A-FRZB,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
WNT5A,FZD10;LRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,P41221,FZD10_LRP5,WNT5A_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT5A-FZD10+LRP5,Signaling by WNT,Ligand-Receptor,
WNT5A,FZD10;LRP6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,P41221,FZD10_LRP6,WNT5A_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT5A-FZD10+LRP6,Signaling by WNT,Ligand-Receptor,
WNT5A,FZD2;LRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24032637'>24032637</a>,,P41221,FZD2_LRP5,WNT5A_HUMAN,,curated,PMID:24032637,True,RVentoTormo,,,,,high affinity interaction,CellPhoneDBcore<=4.1,WNT5A-FZD2+LRP5,Signaling by WNT,Ligand-Receptor,
WNT5A,FZD2;LRP6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24032637'>24032637</a>,,P41221,FZD2_LRP6,WNT5A_HUMAN,,curated,PMID:24032637,True,RVentoTormo,,,,,high affinity interaction,CellPhoneDBcore<=4.1,WNT5A-FZD2+LRP6,Signaling by WNT,Ligand-Receptor,
WNT5A,FZD9;LRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24032637'>24032637</a>,,P41221,FZD3_LRP5,WNT5A_HUMAN,,curated,PMID:24032637,True,RVentoTormo,,,,,high affinity interaction,CellPhoneDBcore<=4.1,WNT5A-FZD3+LRP5,Signaling by WNT,Ligand-Receptor,
WNT5A,FZD9;LRP6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24032637'>24032637</a>,,P41221,FZD3_LRP6,WNT5A_HUMAN,,curated,PMID:24032637,True,RVentoTormo,,,,,high affinity interaction,CellPhoneDBcore<=4.1,WNT5A-FZD3+LRP6,Signaling by WNT,Ligand-Receptor,
WNT5A,FZD4;LRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,P41221,FZD4_LRP5,WNT5A_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT5A-FZD4+LRP5,Signaling by WNT,Ligand-Receptor,
WNT5A,FZD4;LRP6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,P41221,FZD4_LRP6,WNT5A_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT5A-FZD4+LRP6,Signaling by WNT,Ligand-Receptor,
WNT5A,FZD5;LRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24032637'>24032637</a>,,P41221,FZD5_LRP5,WNT5A_HUMAN,,curated,PMID:24032637,True,RVentoTormo,,,,,high affinity interaction,CellPhoneDBcore<=4.1,WNT5A-FZD5+LRP5,Signaling by WNT,Ligand-Receptor,
WNT5A,FZD5;LRP6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,P41221,FZD5_LRP6,WNT5A_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT5A-FZD5+LRP6,Signaling by WNT,Ligand-Receptor,
WNT5A,FZD6;LRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,P41221,FZD6_LRP5,WNT5A_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT5A-FZD6+LRP5,Signaling by WNT,Ligand-Receptor,
WNT5A,FZD6;LRP6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,P41221,FZD6_LRP6,WNT5A_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT5A-FZD6+LRP6,Signaling by WNT,Ligand-Receptor,
WNT5A,FZD7;LRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,P41221,FZD7_LRP5,WNT5A_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT5A-FZD7+LRP5,Signaling by WNT,Ligand-Receptor,
WNT5A,FZD7;LRP6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,P41221,FZD7_LRP6,WNT5A_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT5A-FZD7+LRP6,Signaling by WNT,Ligand-Receptor,
WNT5A,FZD8;LRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,P41221,FZD8_LRP5,WNT5A_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT5A-FZD8+LRP5,Signaling by WNT,Ligand-Receptor,
WNT5A,FZD8;LRP6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,P41221,FZD8_LRP6,WNT5A_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT5A-FZD8+LRP6,Signaling by WNT,Ligand-Receptor,
WNT5A,FZD9;LRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,P41221,FZD9_LRP5,WNT5A_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT5A-FZD9+LRP5,Signaling by WNT,Ligand-Receptor,
WNT5A,FZD9;LRP6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,P41221,FZD9_LRP6,WNT5A_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT5A-FZD9+LRP6,Signaling by WNT,Ligand-Receptor,
WNT5A,RORA,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/27162350'>27162350</a>,,P41221,Q01973,WNT5A_HUMAN,ROR1_HUMAN,curated,uniprot;PMID:27162350,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1,WNT5A-ROR1,Signaling by WNT,Ligand-Receptor,
WNT5A,SFRP1,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/12775774'>12775774</a>,,P41221,Q8N474,WNT5A_HUMAN,SFRP1_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT5A-SFRP1,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
WNT5A,SFRP2,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/12775774'>12775774</a>,,P41221,Q96HF1,WNT5A_HUMAN,SFRP2_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT5A-SFRP2,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
WNT5A,SFRP4,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/12775774'>12775774</a>,,P41221,Q6FHJ7,WNT5A_HUMAN,SFRP4_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT5A-SFRP4,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
WNT5A,SFRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/12775774'>12775774</a>,,P41221,Q5T4F7,WNT5A_HUMAN,SFRP5_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT5A-SFRP5,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
WNT5A,WIF1,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/12775774'>12775774</a>,,P41221,Q9Y5W5,WNT5A_HUMAN,WIF1_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT5A-WIF1,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
WNT5B,CER1,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/10067895'>10067895</a>,,Q9H1J7,O95813,WNT5B_HUMAN,CER1_HUMAN,curated,PMID:10067895,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT5B-CER1,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
WNT5B,FRZB,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/12775774'>12775774</a>,,Q9H1J7,Q92765,WNT5B_HUMAN,SFRP3_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT5B-FRZB,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
WNT5B,FZD1;LRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,Q9H1J7,FZD1_LRP5,WNT5B_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT5B-FZD1+LRP5,Signaling by WNT,Ligand-Receptor,
WNT5B,FZD1;LRP6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,Q9H1J7,FZD1_LRP6,WNT5B_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT5B-FZD1+LRP6,Signaling by WNT,Ligand-Receptor,
WNT5B,FZD10;LRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,Q9H1J7,FZD10_LRP5,WNT5B_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT5B-FZD10+LRP5,Signaling by WNT,Ligand-Receptor,
WNT5B,FZD10;LRP6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,Q9H1J7,FZD10_LRP6,WNT5B_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT5B-FZD10+LRP6,Signaling by WNT,Ligand-Receptor,
WNT5B,FZD2;LRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,Q9H1J7,FZD2_LRP5,WNT5B_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT5B-FZD2+LRP5,Signaling by WNT,Ligand-Receptor,
WNT5B,FZD2;LRP6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,Q9H1J7,FZD2_LRP6,WNT5B_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT5B-FZD2+LRP6,Signaling by WNT,Ligand-Receptor,
WNT5B,FZD9;LRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,Q9H1J7,FZD3_LRP5,WNT5B_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT5B-FZD3+LRP5,Signaling by WNT,Ligand-Receptor,
WNT5B,FZD9;LRP6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,Q9H1J7,FZD3_LRP6,WNT5B_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT5B-FZD3+LRP6,Signaling by WNT,Ligand-Receptor,
WNT5B,FZD4;LRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,Q9H1J7,FZD4_LRP5,WNT5B_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT5B-FZD4+LRP5,Signaling by WNT,Ligand-Receptor,
WNT5B,FZD4;LRP6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,Q9H1J7,FZD4_LRP6,WNT5B_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT5B-FZD4+LRP6,Signaling by WNT,Ligand-Receptor,
WNT5B,FZD5;LRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,Q9H1J7,FZD5_LRP5,WNT5B_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT5B-FZD5+LRP5,Signaling by WNT,Ligand-Receptor,
WNT5B,FZD5;LRP6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,Q9H1J7,FZD5_LRP6,WNT5B_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT5B-FZD5+LRP6,Signaling by WNT,Ligand-Receptor,
WNT5B,FZD6;LRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,Q9H1J7,FZD6_LRP5,WNT5B_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT5B-FZD6+LRP5,Signaling by WNT,Ligand-Receptor,
WNT5B,FZD6;LRP6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,Q9H1J7,FZD6_LRP6,WNT5B_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT5B-FZD6+LRP6,Signaling by WNT,Ligand-Receptor,
WNT5B,FZD7;LRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,Q9H1J7,FZD7_LRP5,WNT5B_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT5B-FZD7+LRP5,Signaling by WNT,Ligand-Receptor,
WNT5B,FZD7;LRP6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,Q9H1J7,FZD7_LRP6,WNT5B_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT5B-FZD7+LRP6,Signaling by WNT,Ligand-Receptor,
WNT5B,FZD8;LRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,Q9H1J7,FZD8_LRP5,WNT5B_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT5B-FZD8+LRP5,Signaling by WNT,Ligand-Receptor,
