Ligands HGNC,Receptors HGNC,Supports,id_cp_interaction,partner_a,partner_b,protein_name_a,protein_name_b,annotation_strategy,source,is_ppi,curator,reactome_complex,reactome_reaction,reactome_pathway,complexPortal_complex,comments,version,interactors,classification,directionality,modulatory_effect
WNT16,FZD8;LRP6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,Q9UBV4,FZD8_LRP6,WNT16_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT16-FZD8+LRP6,Signaling by WNT,Ligand-Receptor,
WNT16,FZD9;LRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,Q9UBV4,FZD9_LRP5,WNT16_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT16-FZD9+LRP5,Signaling by WNT,Ligand-Receptor,
WNT16,FZD9;LRP6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,Q9UBV4,FZD9_LRP6,WNT16_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT16-FZD9+LRP6,Signaling by WNT,Ligand-Receptor,
WNT16,SFRP1,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/12775774'>12775774</a>,,Q9UBV4,Q8N474,WNT16_HUMAN,SFRP1_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT16-SFRP1,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
WNT16,SFRP2,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/12775774'>12775774</a>,,Q9UBV4,Q96HF1,WNT16_HUMAN,SFRP2_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT16-SFRP2,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
WNT16,SFRP4,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/12775774'>12775774</a>,,Q9UBV4,Q6FHJ7,WNT16_HUMAN,SFRP4_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT16-SFRP4,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
WNT16,SFRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/12775774'>12775774</a>,,Q9UBV4,Q5T4F7,WNT16_HUMAN,SFRP5_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT16-SFRP5,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
WNT16,WIF1,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/12775774'>12775774</a>,,Q9UBV4,Q9Y5W5,WNT16_HUMAN,WIF1_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT16-WIF1,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
WNT2,CER1,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/10067895'>10067895</a>,,P09544,O95813,WNT2_HUMAN,CER1_HUMAN,curated,PMID:10067895,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT2-CER1,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
WNT2,FRZB,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/12775774'>12775774</a>,,P09544,Q92765,WNT2_HUMAN,SFRP3_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT2-FRZB,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
WNT2,FZD1;LRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,P09544,FZD1_LRP5,WNT2_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT2-FZD1+LRP5,Signaling by WNT,Ligand-Receptor,
WNT2,FZD1;LRP6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,P09544,FZD1_LRP6,WNT2_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT2-FZD1+LRP6,Signaling by WNT,Ligand-Receptor,
WNT2,FZD10;LRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,P09544,FZD10_LRP5,WNT2_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT2-FZD10+LRP5,Signaling by WNT,Ligand-Receptor,
WNT2,FZD10;LRP6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,P09544,FZD10_LRP6,WNT2_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT2-FZD10+LRP6,Signaling by WNT,Ligand-Receptor,
WNT2,FZD2;LRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24032637'>24032637</a>,,P09544,FZD2_LRP5,WNT2_HUMAN,,curated,PMID:24032637,True,RVentoTormo,,,,,high affinity interaction,CellPhoneDBcore<=4.1,WNT2-FZD2+LRP5,Signaling by WNT,Ligand-Receptor,
WNT2,FZD2;LRP6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24032637'>24032637</a>,,P09544,FZD2_LRP6,WNT2_HUMAN,,curated,PMID:24032637,True,RVentoTormo,,,,,high affinity interaction,CellPhoneDBcore<=4.1,WNT2-FZD2+LRP6,Signaling by WNT,Ligand-Receptor,
WNT2,FZD9;LRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24032637'>24032637</a>,,P09544,FZD3_LRP5,WNT2_HUMAN,,curated,PMID:24032637,True,RVentoTormo,,,,,high affinity interaction,CellPhoneDBcore<=4.1,WNT2-FZD3+LRP5,Signaling by WNT,Ligand-Receptor,
WNT2,FZD9;LRP6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24032637'>24032637</a>,,P09544,FZD3_LRP6,WNT2_HUMAN,,curated,PMID:24032637,True,RVentoTormo,,,,,high affinity interaction,CellPhoneDBcore<=4.1,WNT2-FZD3+LRP6,Signaling by WNT,Ligand-Receptor,
WNT2,FZD4;LRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24032637'>24032637</a>,,P09544,FZD4_LRP5,WNT2_HUMAN,,curated,PMID:24032637,True,RVentoTormo,,,,,high affinity interaction,CellPhoneDBcore<=4.1,WNT2-FZD4+LRP5,Signaling by WNT,Ligand-Receptor,
WNT2,FZD4;LRP6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24032637'>24032637</a>,,P09544,FZD4_LRP6,WNT2_HUMAN,,curated,PMID:24032637,True,RVentoTormo,,,,,high affinity interaction,CellPhoneDBcore<=4.1,WNT2-FZD4+LRP6,Signaling by WNT,Ligand-Receptor,
WNT2,FZD5;LRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,P09544,FZD5_LRP5,WNT2_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT2-FZD5+LRP5,Signaling by WNT,Ligand-Receptor,
WNT2,FZD5;LRP6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,P09544,FZD5_LRP6,WNT2_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT2-FZD5+LRP6,Signaling by WNT,Ligand-Receptor,
WNT2,FZD6;LRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,P09544,FZD6_LRP5,WNT2_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT2-FZD6+LRP5,Signaling by WNT,Ligand-Receptor,
WNT2,FZD6;LRP6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,P09544,FZD6_LRP6,WNT2_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT2-FZD6+LRP6,Signaling by WNT,Ligand-Receptor,
WNT2,FZD7;LRP5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,P09544,FZD7_LRP5,WNT2_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT2-FZD7+LRP5,Signaling by WNT,Ligand-Receptor,
WNT2,FZD7;LRP6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24532711'>24532711</a>,,P09544,FZD7_LRP6,WNT2_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT2-FZD7+LRP6,Signaling by WNT,Ligand-Receptor,
